Date,Open,Close,High,Low,Volume,Amount,Amplitude,PctChg,Change,Turnover
2024-06-14,33.32,33.86,33.99,32.99,104363,370951850.00,3.00,1.59,0.53,0.19
2024-06-17,33.78,33.88,33.99,33.57,67247,241539334.00,1.24,0.06,0.02,0.12
2024-06-18,33.95,33.94,34.24,33.70,67734,244269316.00,1.59,0.18,0.06,0.12
2024-06-19,34.08,33.60,34.08,33.50,60744,213074537.00,1.71,-1.00,-0.34,0.11
2024-06-20,33.53,33.25,33.79,33.20,60995,212268880.00,1.76,-1.04,-0.35,0.11
2024-06-21,33.24,32.93,33.33,32.58,107776,369879326.00,2.26,-0.96,-0.32,0.19
2024-06-24,33.38,33.96,34.37,32.62,170626,600730710.00,5.31,3.13,1.03,0.31
2024-06-25,33.96,33.84,34.25,33.63,88956,314209747.00,1.83,-0.35,-0.12,0.16
2024-06-26,33.84,33.51,33.89,32.90,107589,372764913.00,2.93,-0.98,-0.33,0.19
2024-06-27,33.46,33.46,33.66,33.01,82893,288508135.00,1.94,-0.15,-0.05,0.15
2024-06-28,33.40,33.05,33.62,32.88,86873,300798484.00,2.21,-1.23,-0.41,0.16
2024-07-01,32.96,32.98,33.12,32.58,67216,230269227.00,1.63,-0.21,-0.07,0.12
2024-07-02,32.70,32.73,33.06,32.63,86913,297032694.00,1.30,-0.76,-0.25,0.16
2024-07-03,32.65,32.73,32.93,32.36,73965,251742650.00,1.74,0.00,0.00,0.13
2024-07-04,32.83,32.80,33.58,32.55,101523,349124271.00,3.15,0.21,0.07,0.18
2024-07-05,32.80,32.29,32.88,32.10,99837,336981227.00,2.38,-1.55,-0.51,0.18
2024-07-08,32.08,31.92,32.26,31.85,67745,226249913.00,1.27,-1.15,-0.37,0.12
2024-07-09,31.98,32.42,32.51,31.76,90590,304288889.00,2.35,1.57,0.50,0.16
2024-07-10,32.26,32.71,32.95,32.08,86363,294351348.00,2.68,0.89,0.29,0.16
2024-07-11,33.02,33.17,33.75,32.80,100681,349394161.00,2.90,1.41,0.46,0.18
2024-07-12,33.68,33.22,33.70,32.94,64147,222428758.00,2.29,0.15,0.05,0.12
2024-07-15,33.11,32.92,33.43,32.68,52682,181021735.00,2.26,-0.90,-0.30,0.09
2024-07-16,32.76,32.83,33.23,32.69,67813,233283184.00,1.64,-0.27,-0.09,0.12
2024-07-17,32.68,33.68,33.73,32.53,129283,449641366.00,3.66,2.59,0.85,0.23
2024-07-18,33.58,34.36,34.44,33.48,149101,530402943.00,2.85,2.02,0.68,0.27
2024-07-19,34.36,34.85,34.95,34.02,133610,481930424.00,2.71,1.43,0.49,0.24
2024-07-22,34.95,34.28,34.98,34.14,100048,359254892.00,2.41,-1.64,-0.57,0.18
2024-07-23,34.28,33.00,34.34,33.00,100770,352605495.00,3.91,-3.73,-1.28,0.18
2024-07-24,33.01,32.55,33.16,32.34,76003,259185619.00,2.48,-1.36,-0.45,0.14
2024-07-25,32.41,32.83,33.08,32.40,71581,245031597.00,2.09,0.86,0.28,0.13
2024-07-26,32.68,32.91,33.56,32.68,65788,226606204.00,2.68,0.24,0.08,0.12
2024-07-29,32.91,32.13,33.18,32.10,85472,289024696.00,3.28,-2.37,-0.78,0.15
2024-07-30,32.12,32.18,32.18,31.66,77823,259244295.00,1.62,0.16,0.05,0.14
2024-07-31,31.98,33.72,33.75,31.94,154075,533820948.00,5.62,4.79,1.54,0.28
2024-08-01,33.85,33.19,33.87,33.19,74283,259090269.00,2.02,-1.57,-0.53,0.13
2024-08-02,33.03,33.23,33.68,33.02,55541,193094907.00,1.99,0.12,0.04,0.10
2024-08-05,33.23,33.48,34.11,32.94,106455,373413538.00,3.52,0.75,0.25,0.19
2024-08-06,33.73,33.87,34.36,33.58,83780,296294293.00,2.33,1.16,0.39,0.15
2024-08-07,33.87,33.61,34.07,33.43,57595,202149063.00,1.89,-0.77,-0.26,0.10
2024-08-08,33.61,34.31,34.58,33.31,90570,322069699.00,3.78,2.08,0.70,0.16
2024-08-09,34.54,34.07,34.56,34.07,63606,227385381.00,1.43,-0.70,-0.24,0.11
2024-08-12,33.98,34.06,34.42,33.91,48334,171837561.00,1.50,-0.03,-0.01,0.09
2024-08-13,34.14,33.59,34.14,33.40,53004,185532549.00,2.17,-1.38,-0.47,0.10
2024-08-14,33.59,33.17,33.59,32.98,43536,150761434.00,1.82,-1.25,-0.42,0.08
2024-08-15,33.11,33.78,34.13,33.08,87556,307671645.00,3.17,1.84,0.61,0.16
2024-08-16,33.59,33.48,33.94,33.33,64277,224996121.00,1.81,-0.89,-0.30,0.12
2024-08-19,33.48,33.28,34.03,33.26,49980,174705362.00,2.30,-0.60,-0.20,0.09
2024-08-20,33.18,32.98,33.32,32.96,45654,157462146.00,1.08,-0.90,-0.30,0.08
2024-08-21,32.92,33.18,33.43,32.84,44398,153665389.00,1.79,0.61,0.20,0.08
2024-08-22,33.31,32.95,33.38,32.49,61377,210331284.00,2.68,-0.69,-0.23,0.11
2024-08-23,32.94,33.25,33.42,32.79,43799,151508146.00,1.91,0.91,0.30,0.08
2024-08-26,33.42,32.89,33.55,32.78,50499,173854560.00,2.32,-1.08,-0.36,0.09
2024-08-27,32.78,32.78,32.98,32.48,40274,137658940.00,1.52,-0.33,-0.11,0.07
2024-08-28,32.66,32.38,32.78,32.13,75361,254654659.00,1.98,-1.22,-0.40,0.14
2024-08-29,32.28,32.57,32.64,32.08,50574,171425865.00,1.73,0.59,0.19,0.09
2024-08-30,33.36,35.58,35.97,33.24,438016,1609709204.00,8.38,9.24,3.01,0.79
2024-09-02,35.08,34.53,35.56,34.40,181274,656967644.00,3.26,-2.95,-1.05,0.33
2024-09-03,34.94,34.66,35.03,34.28,108781,392659042.00,2.17,0.38,0.13,0.20
2024-09-04,34.72,33.99,35.01,33.98,118142,421874503.00,2.97,-1.93,-0.67,0.21
2024-09-05,34.15,34.25,34.48,34.01,67749,241440292.00,1.38,0.76,0.26,0.12
2024-09-06,34.24,34.07,34.45,33.99,45769,162913071.00,1.34,-0.53,-0.18,0.08
2024-09-09,34.04,33.85,34.34,33.62,89734,316838781.00,2.11,-0.65,-0.22,0.16
2024-09-10,33.85,34.05,34.26,33.68,84554,299290509.00,1.71,0.59,0.20,0.15
2024-09-11,33.97,34.77,34.86,33.76,109491,393021008.00,3.23,2.11,0.72,0.20
2024-09-12,34.76,34.51,35.03,34.48,68227,246551248.00,1.58,-0.75,-0.26,0.12
2024-09-13,34.56,34.43,34.74,34.26,64592,231959053.00,1.39,-0.23,-0.08,0.12
2024-09-18,34.43,34.72,34.80,34.02,69772,250284762.00,2.27,0.84,0.29,0.13
2024-09-19,34.80,34.76,35.46,34.02,135263,490048801.00,4.15,0.12,0.04,0.24
2024-09-20,34.67,34.50,34.78,34.32,121790,437701312.00,1.32,-0.75,-0.26,0.22
2024-09-23,34.62,34.86,35.26,34.24,117443,427659135.00,2.96,1.04,0.36,0.21
2024-09-24,35.56,36.90,36.96,35.01,234454,881115339.00,5.59,5.85,2.04,0.42
2024-09-25,37.57,37.18,37.93,37.12,204375,795154591.00,2.20,0.76,0.28,0.37
2024-09-26,37.19,39.91,39.91,37.19,289861,1165314514.00,7.32,7.34,2.73,0.52
2024-09-27,40.84,42.38,42.38,40.80,252634,1087790126.00,3.96,6.19,2.47,0.45
2024-09-30,44.59,46.75,46.76,43.73,432113,2039123714.00,7.15,10.31,4.37,0.78
2024-10-08,51.57,50.38,51.57,49.09,562864,2939542500.00,5.30,7.76,3.63,1.01
2024-10-09,50.45,45.23,50.54,45.23,390870,1894443318.00,10.54,-10.22,-5.15,0.70
2024-10-10,45.22,45.60,46.76,44.91,234590,1111084560.00,4.09,0.82,0.37,0.42
2024-10-11,45.60,44.60,45.94,43.96,144654,668222836.00,4.34,-2.19,-1.00,0.26
2024-10-14,45.37,44.99,45.40,43.66,168698,777483253.00,3.90,0.87,0.39,0.30
2024-10-15,44.99,43.93,45.07,43.82,137256,629906546.00,2.78,-2.36,-1.06,0.25
2024-10-16,43.32,41.77,43.48,41.18,273295,1188181037.00,5.24,-4.92,-2.16,0.49
2024-10-17,41.78,40.82,42.27,40.73,137613,589277934.00,3.69,-2.27,-0.95,0.25
2024-10-18,40.73,41.67,42.57,40.40,211596,905299634.00,5.32,2.08,0.85,0.38
2024-10-21,41.84,41.77,42.11,40.88,184439,792537599.00,2.95,0.24,0.10,0.33
2024-10-22,41.76,42.06,42.48,41.68,141641,615272341.00,1.92,0.69,0.29,0.25
2024-10-23,42.13,42.54,43.16,41.89,169934,748670028.00,3.02,1.14,0.48,0.31
2024-10-24,42.28,42.06,42.68,41.88,89083,388427646.00,1.88,-1.13,-0.48,0.16
2024-10-25,42.08,42.91,43.46,41.89,132290,585172732.00,3.73,2.02,0.85,0.24
2024-10-28,42.91,43.95,43.96,42.79,138914,624878179.00,2.73,2.42,1.04,0.25
2024-10-29,44.13,43.58,44.76,43.43,152934,693843441.00,3.03,-0.84,-0.37,0.28
2024-10-30,43.14,42.73,43.93,42.46,106549,473773813.00,3.37,-1.95,-0.85,0.19
2024-10-31,42.65,42.35,42.88,41.96,120979,529593981.00,2.15,-0.89,-0.38,0.22
2024-11-01,42.36,42.81,43.28,42.14,104492,462417576.00,2.69,1.09,0.46,0.19
2024-11-04,42.58,43.36,43.57,42.33,110285,489283420.00,2.90,1.28,0.55,0.20
2024-11-05,43.33,44.07,44.36,42.95,120770,546673465.00,3.25,1.64,0.71,0.22
2024-11-06,44.08,43.78,44.44,43.32,138937,628871425.00,2.54,-0.66,-0.29,0.25
2024-11-07,43.77,47.32,47.42,43.60,300462,1425231447.00,8.73,8.09,3.54,0.54
2024-11-08,48.27,47.37,48.58,46.14,267224,1295317368.00,5.16,0.11,0.05,0.48
2024-11-11,46.38,45.97,46.96,45.08,223352,1051742182.00,3.97,-2.96,-1.40,0.40
2024-11-12,45.46,45.48,47.42,45.26,196219,934303451.00,4.70,-1.07,-0.49,0.35
2024-11-13,45.01,45.66,45.88,45.01,102395,480099495.00,1.91,0.40,0.18,0.18
2024-11-14,45.22,44.84,45.84,44.78,98468,460752927.00,2.32,-1.80,-0.82,0.18
2024-11-15,44.69,44.69,45.85,44.67,124593,581619201.00,2.63,-0.33,-0.15,0.22
2024-11-18,44.69,44.09,45.03,43.80,111302,510564185.00,2.75,-1.34,-0.60,0.20
2024-11-19,44.14,43.98,44.57,43.17,88947,402881216.00,3.18,-0.25,-0.11,0.16
2024-11-20,44.17,43.78,44.21,43.49,88162,398889722.00,1.64,-0.45,-0.20,0.16
2024-11-21,43.61,43.68,44.14,43.37,68317,307596276.00,1.76,-0.23,-0.10,0.12
2024-11-22,43.58,42.11,43.76,42.08,106098,469113294.00,3.85,-3.59,-1.57,0.19
2024-11-25,42.71,42.28,43.17,42.08,106684,468493233.00,2.59,0.40,0.17,0.19
2024-11-26,42.08,42.96,43.13,42.01,88016,389074470.00,2.65,1.61,0.68,0.16
2024-11-27,42.94,43.07,43.53,42.67,113899,506789847.00,2.00,0.26,0.11,0.20
2024-11-28,43.18,42.63,43.25,42.42,78438,346383315.00,1.93,-1.02,-0.44,0.14
2024-11-29,43.02,43.72,44.78,42.68,159496,721714287.00,4.93,2.56,1.09,0.29
2024-12-02,44.62,45.63,45.78,43.95,206166,962882701.00,4.19,4.37,1.91,0.37
2024-12-03,45.63,45.78,46.10,45.26,103953,489841209.00,1.84,0.33,0.15,0.19
2024-12-04,45.73,45.18,45.73,44.78,90718,422772625.00,2.08,-1.31,-0.60,0.16
2024-12-05,44.63,44.76,45.20,44.41,74922,346007276.00,1.75,-0.93,-0.42,0.13
2024-12-06,44.66,45.10,45.71,44.58,98454,458838244.00,2.52,0.76,0.34,0.18
2024-12-09,44.60,44.85,45.24,44.22,72131,332760787.00,2.26,-0.55,-0.25,0.13
2024-12-10,46.59,46.01,47.52,45.88,190238,915020367.00,3.66,2.59,1.16,0.34
2024-12-11,46.04,46.43,46.77,46.01,89740,429228696.00,1.65,0.91,0.42,0.16
2024-12-12,46.08,47.01,47.18,45.95,158200,760750880.00,2.65,1.25,0.58,0.28
2024-12-13,46.66,45.76,46.91,45.73,134411,640393491.00,2.51,-2.66,-1.25,0.24
2024-12-16,45.73,45.31,46.08,45.18,69589,326241142.00,1.97,-0.98,-0.45,0.13
2024-12-17,45.23,45.38,45.83,44.68,83980,392758564.00,2.54,0.15,0.07,0.15
2024-12-18,45.56,45.98,46.44,45.49,81761,387775688.00,2.09,1.32,0.60,0.15
2024-12-19,45.35,45.51,45.78,45.12,64851,303938434.00,1.44,-1.02,-0.47,0.12
2024-12-20,45.51,45.23,45.73,45.04,76548,358200070.00,1.52,-0.62,-0.28,0.14
2024-12-23,45.34,45.26,45.78,45.13,63313,296732035.00,1.44,0.07,0.03,0.11
2024-12-24,45.09,46.02,46.14,45.09,77146,364382316.00,2.32,1.68,0.76,0.14
2024-12-25,46.03,45.51,46.11,45.25,53923,253650636.00,1.87,-1.11,-0.51,0.10
2024-12-26,45.57,45.05,45.64,44.99,56242,262376209.00,1.43,-1.01,-0.46,0.10
2024-12-27,45.14,45.31,45.44,44.65,62232,289395984.00,1.75,0.58,0.26,0.11
2024-12-30,45.04,44.93,45.75,44.70,70530,327777477.00,2.32,-0.84,-0.38,0.13
2024-12-31,44.51,44.48,45.24,44.46,86907,402305068.00,1.74,-1.00,-0.45,0.16
2025-01-02,44.48,43.65,44.83,43.26,121910,554467296.00,3.53,-1.87,-0.83,0.22
2025-01-03,43.55,42.88,43.93,42.50,92688,413906239.00,3.28,-1.76,-0.77,0.17
2025-01-06,43.47,42.14,43.47,41.96,87816,386163599.00,3.52,-1.73,-0.74,0.16
2025-01-07,42.16,41.44,42.53,41.36,114044,492591120.00,2.78,-1.66,-0.70,0.21
2025-01-08,41.46,41.23,41.77,40.58,96904,412466658.00,2.87,-0.51,-0.21,0.17
2025-01-09,41.24,40.86,42.16,40.69,85593,364388515.00,3.57,-0.90,-0.37,0.15
2025-01-10,41.07,40.58,41.38,40.58,65848,278508962.00,1.96,-0.69,-0.28,0.12
2025-01-13,40.27,40.86,41.16,40.18,67584,285699731.00,2.41,0.69,0.28,0.12
2025-01-14,40.88,41.57,41.76,40.50,91960,392934512.00,3.08,1.74,0.71,0.17
2025-01-15,41.58,41.04,41.73,40.90,62041,263842667.00,2.00,-1.27,-0.53,0.11
2025-01-16,41.23,40.48,41.64,40.28,77813,328516424.00,3.31,-1.36,-0.56,0.14
2025-01-17,40.51,40.99,41.23,40.28,65545,277569260.00,2.35,1.26,0.51,0.12
2025-01-20,41.57,40.70,41.58,40.60,61069,259553993.00,2.39,-0.71,-0.29,0.11
2025-01-21,40.82,40.92,41.32,40.39,61145,258595421.00,2.29,0.54,0.22,0.11
2025-01-22,40.87,39.68,40.89,39.63,102046,421944316.00,3.08,-3.03,-1.24,0.18
2025-01-23,40.11,39.75,40.53,39.48,86293,357117118.00,2.65,0.18,0.07,0.16
2025-01-24,39.58,39.63,40.14,39.54,79770,329101061.00,1.51,-0.30,-0.12,0.14
2025-01-27,39.64,39.57,40.00,39.57,70416,289717404.00,1.09,-0.15,-0.06,0.13
2025-02-05,39.38,39.09,39.55,38.60,98631,398672640.00,2.40,-1.21,-0.48,0.18
2025-02-06,39.10,39.57,39.76,39.01,69657,284561802.00,1.92,1.23,0.48,0.13
2025-02-07,39.50,40.43,40.78,39.13,98425,409695714.00,4.17,2.17,0.86,0.18
2025-02-10,40.44,40.34,40.66,39.98,66660,277913991.00,1.68,-0.22,-0.09,0.12
2025-02-11,40.35,39.40,40.58,39.31,94760,388956257.00,3.15,-2.33,-0.94,0.17
2025-02-12,39.19,39.78,39.93,39.04,81039,330523851.00,2.26,0.96,0.38,0.15
2025-02-13,39.76,39.64,40.07,39.48,110027,453389736.00,1.48,-0.35,-0.14,0.20
2025-02-14,39.50,39.82,40.02,39.44,92725,381838720.00,1.46,0.45,0.18,0.17
2025-02-17,39.84,39.81,40.24,39.58,91154,376642021.00,1.66,-0.03,-0.01,0.16
2025-02-18,39.76,39.43,40.03,39.26,92009,377469319.00,1.93,-0.95,-0.38,0.17
2025-02-19,39.33,39.53,39.72,39.12,76612,313080325.00,1.52,0.25,0.10,0.14
2025-02-20,39.43,39.71,39.93,39.30,59034,242707105.00,1.59,0.46,0.18,0.11
2025-02-21,39.78,40.04,40.55,39.62,118130,490070870.00,2.34,0.83,0.33,0.21
2025-02-24,40.08,39.98,40.93,39.78,123307,514183663.00,2.87,-0.15,-0.06,0.22
2025-02-25,39.58,39.14,39.76,39.08,90124,367454471.00,1.70,-2.10,-0.84,0.16
2025-02-26,39.14,39.02,39.27,38.67,89424,360639154.00,1.53,-0.31,-0.12,0.16
2025-02-27,39.02,39.80,39.95,38.82,151386,618699899.00,2.90,2.00,0.78,0.27
2025-02-28,39.82,39.69,40.68,39.61,175155,728538456.00,2.69,-0.28,-0.11,0.31
2025-03-03,39.69,39.08,40.31,38.98,132290,541241476.00,3.35,-1.54,-0.61,0.24
2025-03-04,38.79,39.04,39.32,38.78,83651,338936470.00,1.38,-0.10,-0.04,0.15
2025-03-05,39.05,38.94,39.22,38.64,82701,332867912.00,1.49,-0.26,-0.10,0.15
2025-03-06,39.03,39.71,39.88,38.93,118582,483876622.00,2.44,1.98,0.77,0.21
2025-03-07,39.73,39.58,39.91,39.12,82541,337727619.00,1.99,-0.33,-0.13,0.15
