Date,Open,Close,High,Low,Volume,Amount,Amplitude,PctChg,Change,Turnover
2025-01-17,63.24,64.08,65.05,63.24,405838,2612761920.00,2.84,0.69,0.44,2.78
2025-01-20,64.96,64.39,65.45,64.05,361293,2351128028.00,2.18,0.48,0.31,2.48
2025-01-21,64.65,64.91,65.56,64.32,421222,2745754145.00,1.93,0.81,0.52,2.89
2025-01-22,64.61,66.38,67.14,64.24,756128,5021908829.00,4.47,2.26,1.47,5.18
2025-01-23,66.83,65.18,68.20,65.07,693666,4658329654.00,4.72,-1.81,-1.20,4.76
2025-01-24,64.85,66.16,66.37,64.67,427086,2817043435.00,2.61,1.50,0.98,2.93
2025-01-27,69.66,66.65,69.66,66.39,732829,4983512761.00,4.94,0.74,0.49,5.02
2025-02-05,69.66,71.76,71.84,68.66,1133787,8065133062.00,4.77,7.67,5.11,7.77
2025-02-06,72.37,72.66,73.34,70.33,891983,6468458397.00,4.19,1.25,0.90,6.12
2025-02-07,72.87,74.68,78.44,72.24,1400293,10544229009.00,8.53,2.78,2.02,9.60
2025-02-10,74.85,76.17,78.16,74.84,1034590,7965820065.00,4.45,2.00,1.49,7.09
2025-02-11,75.66,74.62,76.66,73.91,860064,6477556906.00,3.61,-2.03,-1.55,5.90
2025-02-12,74.06,74.48,75.10,73.73,694133,5186587514.00,1.84,-0.19,-0.14,4.76
2025-02-13,74.56,72.16,74.80,72.00,735626,5398994504.00,3.76,-3.11,-2.32,5.04
2025-02-14,71.96,73.64,74.16,71.74,652651,4805710349.00,3.35,2.05,1.48,4.47
2025-02-17,75.66,75.81,78.36,74.98,1022048,7850798739.00,4.59,2.95,2.17,7.01
2025-02-18,75.81,72.58,75.82,72.18,710834,5280850648.00,4.80,-4.26,-3.23,4.87
2025-02-19,72.58,73.73,74.01,72.19,500804,3688660138.00,2.51,1.58,1.15,3.43
